sample_id,text,word_count
wt_9422,"In addition to isolated stars , a multi @-@ star system can consist of two or more gravitationally bound stars that orbit each other . The simplest and most common multi @-@ star system is a binary star , but systems of three or more stars are also found . For reasons of orbital stability , such multi @-@ star systems are often organized into hierarchical sets of binary stars . Larger groups called star clusters also exist . These range from loose stellar associations with only a few stars , up to enormous globular clusters with hundreds of thousands of stars . Such systems orbit our Milky Way galaxy .",111
wt_9423,"Somerset County Cricket Club played their first of five annual first @-@ class matches on the ground in 1935 . The match , against Surrey , was a significant event in the town , and a series of festivities were arranged to run alongside the three @-@ day contest , including a dance and a smoking concert . Entry for the match , which took place from 17 to 19 August was one shilling , and attracted over 5 @,@ 000 people , raising around £ 400 . Surrey won the match by eight wickets . The takings from this match helped the Yeovil Cricket Club make further improvements to the ground , expanding it and adding further seating . The following year , Somerset played Worcestershire at the ground , in what the Western Gazette described as "" Yeovil Cricket Festival "" . The captain of Yeovil Cricket Club , Richard Southcombe , was included in the Somerset team , which won the match by 170 runs . The takings were slightly lower than the previous year due to poor weather , but still described as "" gratifying "" .",191
wt_9424,"Barbarian II : The Dungeon of Drax is an action video game released in 1988 for various personal computer platforms , such as Commodore 64 and MS @-@ DOS . It is the sequel to Barbarian : The Ultimate Warrior ( released in 1987 ) , which offers sword fighting action to one or two players . Unlike its predecessor , Barbarian II features only a single @-@ player mode , in which the player assumes the role of either sword @-@ wielding Princess Mariana or the titular savage , who is armed with a battleaxe . Their common quest is to pursue the evil wizard Drax , who has fled to his dungeon hideout after his defeat in the first game . The player characters battle their way through an inhospitable wasteland , a system of caves , and a dungeon before facing Drax in his inner sanctum for a showdown .",153
wt_9425,"Aston Villa currently hold the record number of league goals scored by any team in the English top flight ; 128 goals were scored in the 1930 – 31 season , one more than Arsenal who won the league that season for the very first time , with Villa runners @-@ up . Villa legend Archie Hunter became the first player to score in every round of the FA Cup in Villa 's victorious 1887 campaign . Villa 's longest unbeaten home run in the FA Cup spanned 13 years and 19 games , from 1888 to 1901 .",99
wt_9426,"2012 : What Gandhi Says About Nonviolence , Resistance and Courage , OR Books , New York : 2012 , ISBN 978 @-@ 1 @-@ 935928 @-@ 79 @-@ 9",30
wt_9427,"Although cadmium has no known biological function in higher organisms , a cadmium @-@ dependent carbonic anhydrase has been found in marine diatoms .",24
wt_9428,"Laborintus II is a 2012 album by Belgian orchestra Ictus Ensemble , vocal group Nederlands Kamerkoor and American vocalist Mike Patton . It is a recording of the 1965 work of the same name by Italian composer Luciano Berio , which featured lyrics taken from fellow Italian Edoardo Sanguineti 's 1956 poem Laborintus . The performance was recorded live at the 2010 Holland Festival .",65
wt_9429,"The series ' title was derived from a letter written by Gerry 's brother , Lionel , while he had been serving overseas as an RAF flight sergeant during World War II . While stationed in Arizona , Lionel had made reference to Thunderbird Field , a nearby United States Army Air Forces base . Drawn to the "" punchiness "" of "" Thunderbirds "" , Anderson dropped his working title of "" International Rescue "" and renamed both the series and IR 's rescue vehicles , which had previously been designated Rescues 1 to 5 . His inspiration for the launch sequences of Thunderbirds 1 , 2 and 3 originated from contemporary United States Air Force launch procedure : Anderson had learnt how the Strategic Air Command would keep its pilots on permanent standby , seated in the cockpits of their aircraft and ready for take @-@ off at a moment 's notice .",155
wt_9430,"The Roman Catholic Church is the largest organized body of any world religion . The church has hundreds of programs dedicated to fighting the AIDS epidemic in Africa , but its opposition to condom use in these programs has been highly controversial .",43
wt_9431,"While state of the art materials @-@ handling methods were used , in some instances labour @-@ saving machinery worked beside operations intended to maximise the labour content . Sustenance workers were employed chiefly for on @-@ site preparation , road construction , foundation excavation , clearing timber from the reservoir basin , and on some concreting operations . Skilled workers were required on the dam for fixing the formwork where the concrete was poured . These workers were probably employed at normal day labour rates , the main employment method used on the project . Bulk handling of cement was also used for the first time in Australia , this saw a significant saving as opposed to bagged cement which was the standard practice of the day .",129
wt_9432,"In the III Corps Tactical Zone , Operation Toan Thang 44 ( Operation Bold Lancer ) , was conducted by the 1st and 2nd Brigades of the U.S. 25th Infantry Division between 6 May and 30 June . The targets of the operation were Base Areas 353 , 354 , and 707 located north and northeast of Tay Ninh , South Vietnam . Once again , a hunt for COSVN units was conducted , this time around the Cambodian town of Memot and , once again , the search was futile . During its operations , the 25th Infantry killed 1 @,@ 017 PAVN and NLF troops while losing 119 of its own men killed .",116
wt_9433,"In 1989 , the government of the Socialist Republic of Croatia decided to tolerate political parties in response to growing demands to allow political activities outside the Communist party . The first political party founded in Croatia since the beginning of the Communist rule was the Croatian Social Liberal Party ( HSLS ) , established on 20 May 1989 , followed by the Croatian Democratic Union on 17 June 1989 . In December 1989 , Ivica Račan became the head of the reformed Communist party . At the same time , the party cancelled political trials , released political prisoners and endorsed a multi @-@ party political system . The Civil Organisations Act was formally amended to allow political parties on 11 January 1990 , legalising the parties that were already founded .",133
wt_9434,""" The Moth "" was watched by 18 @.@ 73 million people live , almost two million more than the previous episode . This episode marks the first time "" You All Everybody "" by Drive Shaft was sung in its entirety , as it had not been written yet in previous episodes . The episode received mixed @-@ to @-@ positive reviews , with some reviewers commenting that the episode was not of the same caliber as previous episodes .",81
wt_9435,"Berg is served by line 6 on the Sognsvann Line , operated by Oslo T @-@ banedrift on contract with Ruter . The rapid transit serves the station every 15 minutes , except in the late evening and on weekend mornings , when there is a 30 @-@ minute headway . Travel time along the 6 @.@ 1 @-@ kilometre ( 3 @.@ 8 mi ) portion to Stortinget in the city center is 11 minutes .",77
wt_9436,"A large network of coastal buoys near the United States is maintained by the National Data Buoy Center , with deployment and maintenance performed by the United States Coast Guard . For South Africa , the South African Weather Service deploys and retrieves their own buoys , while the Meteorological Service of New Zealand performs the same task for their country . Environment Canada operates and deploys buoys for their country . The Met Office in Great Britain deploys drifting buoys across both the northern and southern Atlantic oceans .",90
wt_9437,"After rescuing the Vietnamese from the Cambodians , ARVN was tasked with saving the Cambodians from the North Vietnamese . The goal was to relieve the city of Kompong Cham , 70 kilometers northwest of the capital and the site of the headquarters of Cambodia 's Military Region I. On 23 May , General Tri led a column of 10 @,@ 000 ARVN troops along Route 7 to the 180 @-@ acre ( 0 @.@ 73 km2 ) Chup rubber plantation , where PAVN resistance was expected to be heavy . Surprisingly , no battle ensued and the siege of Kompong Cham was lifted at a cost of 98 PAVN troops killed .",113
wt_9438,""" Back to Tennessee "" was well received by critics , though some felt it took the album 's message too literally . It was a moderate commercial achievement for Cyrus and charted within the top fifty of the Billboard magazine chart Hot Country Songs . The song 's music video was directed by Declan Whitebloom and features scenes of Cyrus at a beach inter cut with clips of Hannah Montana : The Movie . The song was performed in several venues .",83
wt_9439,"Ceres was once thought to be a member of an asteroid family . The asteroids of this family share similar proper orbital elements , which may indicate a common origin through an asteroid collision some time in the past . Ceres was later found to have spectral properties different from other members of the family , which is now called the Gefion family after the next @-@ lowest @-@ numbered family member , 1272 Gefion . Ceres appears to be merely an interloper in the Gefion family , coincidentally having similar orbital elements but not a common origin .",99
wt_9440,"In the 12th century religious hermits started inhabiting the caves on Mount Carmel , and in the 13th century they formed a new Catholic monastic order , the Carmelites . Under Muslim rule , the church which they had built on Mount Carmel was turned into a mosque , later becoming a hospital . In the 19th century , it was restored as a Carmelite monastery , the Stella Maris Monastery . The altar of the church as we see it today , stands over a cave associated with Prophet Elijah .",92
wt_9441,"3 , and anions such as XeF −",8
wt_9442,"Song armies led by general Bi Zaiyu ( 畢再遇 ; d . 1217 ) captured the barely defended border city of Sizhou 泗州 ( on the north bank of the Huai River across from modern Xuyi County ) but suffered large losses against the Jurchens in Hebei . The Jin repelled the Song and moved south to besiege the Song town of Chuzhou 楚州 on the Grand Canal just south of the Huai River . Bi defended the town , and the Jurchens withdrew from the siege after three months . By the fall of 1206 , however , the Jurchens had captured multiple towns and military bases . The Jin initiated an offensive against Song prefectures in the central front of the war , capturing Zaoyang and Guanghua ( 光化 ; on the Han River near modern Laohekou ) . By the fall of 1206 , the Song offensive had already failed disastrously . Soldier morale sank as weather conditions worsened , supplies ran out , and hunger spread , forcing many to desert . The massive defections of Han Chinese in northern China that the Song had expected never materialized .",193
wt_9443,"Krasnyi Kavkaz ( from Russian : "" Красный Кавказ "" - "" Red Caucasus "" ) was a cruiser of the Soviet Navy that began construction during World War I , but was still incomplete during the Russian Revolution . Her design was heavily modified by the Soviets and she was completed in 1932 . During World War II she supported Soviet troops during the Siege of Odessa , Siege of Sevastopol , and the Kerch @-@ Feodosiya Operation in the winter of 1941 — 42 . She was awarded the Guards title on 3 April 1942 . She was reclassified as a training ship in May 1947 before being used as a target in 1952 .",117
wt_9444,"Amanita muscaria , commonly known as the fly agaric or fly amanita , is a mushroom and psychoactive basidiomycete fungus , one of many in the genus Amanita . Native throughout the temperate and boreal regions of the Northern Hemisphere , Amanita muscaria has been unintentionally introduced to many countries in the Southern Hemisphere , generally as a symbiont with pine and birch plantations , and is now a true cosmopolitan species . It associates with various deciduous and coniferous trees .",82
wt_9445,"Despite early success , the series , along with the overall rhythm game genre , suffered from poor sales starting in 2009 . Activision had stated in early 2011 that the series was on hiatus for 2011 , while a seventh main title in the series was under development ; this title was later cancelled due to the poor quality of the emerging product . Activision later shut down sales of the series ' downloadable content , although users who purchased material from it previously may still play what they bought .",92
wt_9446,"Serbian , Belarusian , Macedonian : Алах Alah",8
wt_9447,"While the album 's development was underway , Carey expressed interest in working with Jermaine Dupri , whom she had been a fan of since his 1992 song , "" Jump . "" Soon after , Carey , Dupri , and Manuel Seal began composing a song for the album . As Seal played the piano , Carey began humming and playing with certain notes in the B @-@ section , until she came up with the chorus for "" Always Be My Baby . "" After the rest of the song was written and composed , Carey recorded the song alongside longtime background singers Kelly Price , Shanrae Price , and Melonie Daniels . Together , they built "" a wall of background voices "" in which she would cover with her final belting notes . The song featured a downbeat rhythm , while its composition was described as "" sassy and soft R & B "" which displayed a "" sexy and slow jam . "" "" Underneath the Stars "" was the first song recorded for Daydream . The song featured a "" ' 70s soul vibe "" as well as synthetic record scratches , in order to the give the song an authentic ' 70s sound . Carey felt the additions were simple steps taken to further display a contemporary R & B groove . Additionally , she felt the song paid homage to the style of Minnie Riperton , who was one of Carey 's biggest vocal influences growing up . The song had a soft sound , and had "" a lot [ sic ] of texture "" and bass , showing a more creative side to Carey .",285
wt_9448,"Returning from winter maneuvers off Cuba in March 1917 , the ship was in the York River when the United States declared war on Germany on 6 April , entering World War I. After fitting out at Brooklyn Navy Yard , she got underway from New York on 15 May with Cummings , Nicholson , Cushing , and Sampson , and joined convoy at Halifax , Nova Scotia , en route to Ireland . Upon arrival at Queenstown on 24 May , O 'Brien was assigned to the 6th Destroyer Division which cooperated with the British forces . She patrolled off the Irish coast in company with other destroyers answering distress calls and meeting eastbound convoys to escort them through the war zone .",124
wt_9449,"Prime Minister Bellerive announced that from 20 January , people would be helped to relocate outside the zone of devastation , to areas where they may be able to rely on relatives or better fend for themselves ; people who have been made homeless would be relocated to the makeshift camps created by residents within the city , where a more focused delivery of aid and sanitation could be achieved . Port @-@ au @-@ Prince , according to an international studies professor at the University of Miami , was ill @-@ equipped before the disaster to sustain the number of people who had migrated there from the countryside over the past ten years to find work . After the earthquake , thousands of Port @-@ au @-@ Prince residents began returning to the rural towns they came from .",140
wt_9450,"ჷ ( shva "" schwa "" ) , also called yn , is used for the schwa sound in Svan and Mingrelian , and formerly in Ossetian and Abkhazian .",30
wt_9451,"St Caffo 's is built of rubble masonry dressed with limestone , in an early English style ( a style of architecture used between about 1180 and 1275 , typically using narrow pointed windows and arches ) . The roof is made of slate . The tower , at the west end , has buttresses at the corners and is topped with a broach spire , which is a prominent local landmark . Entrance is through an arched doorway in the north side of the tower . The chancel , at the east end of the church , is smaller than the nave in both height and width ; there is a transept on the north side of the chancel . The nave has lancet windows , and there is a further lancet window on the south side of the chancel . The church 's east window is set in a pointed arch and has three lights ( sections of window separated by mullions ) .",166
wt_9452,"In 1907 , the International Astronomical Union defined the international ångström in terms of a red cadmium spectral line ( 1 wavelength = 6438 @.@ 46963 Å ) . This was adopted by the 7th General Conference on Weights and Measures in 1927 . In 1960 , the definitions of both the metre and ångström were changed to use krypton .",61
wt_9453,"Rio de Janeiro 's competition venues meet the International Federation 's ( IFs ) technical requirements and both IOC and IPC standards , and align with the City Master Plan and legacy strategy . Most venues are already operational , recently developed or renovated . According to the Rio de Janeiro 2016 bid committee , there are ten ( 29 % ) existing venues with no permanent works required and eight ( 24 % ) venues requiring reforms , while nine ( 26 % ) new permanent venues and seven ( 21 % ) temporary venues will be built . In total there will be 34 competition venues alongside 29 training venues , as part of the training venues strategy . The most significant legacy project from the bid is the Olympic Training Center ( OTC ) program and facilities with its headquarters located in Barra zone . Furthermore , the Rio de Janeiro 2016 bid committee recognized the possibility of new sports being added to the Olympic Program and , following detailed analysis for each of the seven potential sports — baseball , golf , karate , roller sports , rugby , softball and squash — confirmed its capability to accommodate any of them in respect to venues , transport and other operational or logistical aspects . In addition , Rio de Janeiro and the four proposed cities to hold football ( soccer ) competitions — Brasília , Belo Horizonte , Salvador and São Paulo — were chosen to host the 2014 FIFA World Cup .",257
wt_9454,"The Glorious First of June demonstrated a number of the major problems inherent in the French and British navies at the start of the Revolutionary Wars . Both admirals were faced with disobedience from their captains , along with ill @-@ discipline and poor training among their shorthanded crews , and they failed to control their fleets effectively during the height of the combat .",65
wt_9455,"Three or four rock inscriptions dating to Djedkare 's reign have been found in the Wadi Maghareh in Sinai , where mines of copper and semi @-@ precious stones were exploited throughout the Old Kingdom , from the Fourth until the Sixth Dynasty . These inscriptions record three expeditions sent to look for turquoise : the earliest one , dated to the third or fourth cattle count – possibly corresponding to the sixth or eighth year of Dejdkare 's reign – explicitly recalls the arrival of the mining party to the "" hills of the turquoise "" after being given "" divine authority for the finding of semi @-@ precious stones in the writing of the god himself , [ as was enacted ] in the broad court of the temple Nekhenre "" . This sentence could indicate the earliest known record of an oracular divination undertaken in order to ensure the success of the expedition prior to its departure , Nekhenre being the sun temple of Userkaf . Another inscription dating to the year of the ninth cattle count – possibly Djedkare 's 18th year on the throne – shows the king "" subduing all foreign lands . Smiting the chief of the foreign land "" . The expedition that left this inscription comprised over 1400 men and administration officials . Some Egyptologists have proposed that these men were also sent to mine copper .",236
wt_9456,"The entire route is in Patterson , Putnam County .",10
wt_9457,"In addition to touring the world , Carey performed on a variety of television programs and award shows . After "" Fantasy "" was released in September throughout Europe , Carey performed the song on the popular British chart show Top of the Pops , which aired live via satellite on Asian television . Carey performed "" Fantasy "" in France and at the 23rd Annual American Music Awards on January 29 , 1996 . "" One Sweet Day "" was performed at the 38th Annual Grammy Awards , Princess Diana 's memorial service in September 1997 , and at Carey 's Black Entertainment Television Christmas special in 2001 . During her European promotional tour for the album , Carey performed "" Open Arms "" on various television programs , including Wetten , dass .. ? in Germany , Top of the Pops and Des O 'Connor in the United Kingdom and on Swedish television .",156
wt_9458,"After the 1968 season , MLB expanded and an expansion draft was conducted in which the new teams could select certain players from the established teams . The White Sox left Wilhelm unprotected , possibly because they did not believe that teams would have interest in a much older pitcher . On October 15 , 1968 , Wilhelm was chosen in the expansion draft by the Kansas City Royals as the 49th pick . That offseason , he was traded by the Royals to the California Angels for Ed Kirkpatrick and Dennis Paepke .",94
wt_9459,"Pohl was not eligible to be drafted for military service as he was married , but by the end of 1942 his marriage was over and he decided to enlist . As voluntary enlistment was suspended he was unable to immediately join the army , but eventually was inducted on April 1 , 1943 . Paper was difficult to obtain because of the war , and Popular decided to close the magazine down ; the final issue , dated April 1943 , was assembled with the assistance of Ejler Jakobsson .",91
wt_9460,"Rain interrupted the siege , but on 21 March , immediately south of Krak des Chevaliers , Baibar 's forces captured a triangular outwork possibly defended by a timber palisade . On 29 March , the attackers undermined a tower in the southwest corner causing it to collapse whereupon Baibars ' army attacked through the breach . In the outer ward they encountered the peasants who had sought refuge in the castle . Though the outer ward had fallen , with a handful of the garrison killed in the process , the Crusaders retreated to the more formidable inner ward . After a lull of ten days , the besiegers conveyed a letter to the garrison , supposedly from the Grand Master of the Knights Hospitaller in Tripoli , which granted permission for them to surrender . Although the letter was a forgery , the garrison capitulated and the Sultan spared their lives . The new owners of the castle undertook repairs , focused mainly on the outer ward . The Hospitaller chapel was converted to a mosque and two mihrabs were added to the interior .",187
wt_9461,"The world 's largest antimony producers , according to Roskill , are listed below :",15
wt_9462,"After ending his work at Verulamium , Wheeler turned his attention to the late Iron Age hill @-@ fort of Maidan Castle near to Dorchester , Dorset , where he excavated for four seasons from 1934 to 1937 . Co @-@ directed by Wheeler , Tessa , and the Curator of Dorset County Museum , Charles Drew , the project was carried out under the joint auspices of the Society of Antiquaries and the Dorset Field Club . With around 100 assistants each season , the dig constituted the largest excavation that had been conducted in Britain up to that point , with Wheeler organising weekly meetings with the press to inform them about any discoveries . His excavation report was published in 1943 as Maidan Castle , Dorset . The report 's publication allowed further criticism to be voiced of Wheeler 's approach and interpretations ; in his review of the book , the archaeologist W. F. Grimes criticised the highly selective nature of the excavation , noting that Wheeler had not asked questions regarding the socio @-@ economic issues of the community at Maidan Castle , aspects of past societies that had come to be of increasing interest to British archaeology . Over coming decades , as further excavations were carried out at the site and archaeologists developed a greater knowledge of Iron Age Britain , much of Wheeler 's interpretation of the site and its development was shown to be wrong , in particular by the work of the archaeologist Niall Sharples .",256
wt_9463,Pasir Berbisik ( Whispering Sands ; 2001 ),8
wt_9464,"Medically , condoms can be used to cover endovaginal ultrasound probes , or in field chest needle decompressions they can be used to make a one @-@ way valve .",30
wt_9465,"Seabrook , Andrea ( January 27 , 2008 ) . "" Hackers Target Scientology Web Sites "" . All Things Considered ( NPR ) . ( Radio broadcast )",29
wt_9466,"Rivers in Boise National Forest offer the opportunity for rafting and kayaking through rapids up to class four , with the most difficult sections on the South Fork and main stems of the Payette River . Numerous developed boat launch sites provide access to rivers for whitewater enthusiasts , and Dagger Falls is the primary launching site for visitors to the Middle Fork of the Salmon River and Frank Church River of No Return Wilderness . Motorized boating is permitted on Anderson Ranch Reservoir , Deadwood Reservoir , and Warm Lake .",92
wt_9467,"According to a copy of Maeda 's passport provided by Gotta Tsutsumi , head of Belém 's Associação Paramazônica Nipako , Maeda arrived in Porto Alegre on November 14 , 1914 , where his first exhibition in Brazil took place . After appearing in Porto Alegre , Maeda and his companions moved throughout the country : on August 26 , 1915 , Maeda , Satake , Okura , Shimitsu , and Laku were at Recife ; during October 1915 , they were in Belém , finally arriving in Manaus on December 18 , 1915 . Tokugoro Ito arrived some time later .",102
wt_9468,"During the 2008 – 2009 summer breeding season , the total population of kakapo rose to over 100 for the first time since monitoring began , reaching 123 by February 2012 . Twenty two of the 34 chicks had to be hand @-@ reared because of a shortage of food on Codfish Island .",54
wt_9469,"In 1958 Goffman became a faculty member in the sociology department at the University of California , Berkeley , first as a visiting professor , then from 1962 as a full professor . In 1968 he moved to the University of Pennsylvania , receiving the Benjamin Franklin Chair in Sociology and Anthropology , due largely to the efforts of Dell Hymes , a former colleague at Berkeley . In 1969 he became a fellow of the American Academy of Arts and Sciences . In 1970 Goffman became a cofounder of the American Association for the Abolition of Involuntary Mental Hospitalization and coauthored its Platform Statement . In 1971 he published Relations in Public , in which he tied together many of his ideas about everyday life , seen from a sociological perspective . Another major book of his , Frame Analysis , came out in 1974 . He received a Guggenheim Fellowship for 1977 – 78 . In 1979 , Goffman received the Cooley @-@ Mead Award for Distinguished Scholarship , from the Section on Social Psychology of the American Sociological Association . He was elected the 73rd president of the American Sociological Association , serving in 1981 – 82 ; he was , however , unable to deliver the presidential address in person due to progressing illness .",219
wt_9470,"The Hollinwood Branch of the Ashton Canal was a canal that ran from Fairfield in Droylsden , through Littlemoss and Daisy Nook Country Park to the Hollinwood area of Oldham , with a branch from Daisy Nook to the Fairbottom Branch Canal . The canal was mainly used for the haulage of coal until it fell into disuse for commercial traffic in the 1930s . It included four aqueducts and a two @-@ rise lock staircase .",77
wt_9471,"In 1949 Wheeler was appointed Honorary Secretary of the British Academy after Frederic G. Kenyon stepped down from the position . According to Piggott , the institution had "" unhappily drifted into senility without the excuse of being venerable "" , and Wheeler devoted much time attempting to revitalise the organisation and ensured that Charles Webster was appointed President . Together , Wheeler and Webster sought to increase the number of younger members of the Academy , increasing the number of Fellows who were permitted to join and proposing that those over 75 years of age not be permitted to serve on the organisation 's council ; this latter measure was highly controversial , and though defeated in 1951 , Wheeler and Webster were able to push it through in 1952 . In doing so , Piggott stated , Wheeler helped rid the society of its "" self @-@ perpetuating gerontocracy "" . To aid him in these projects , Wheeler employed a personal assistant , Molly Myers , who remained with him for the rest of his life .",180
wt_9472,Greed is the desire for too much of what one does not need .,14
wt_9473,"Herc , in his review for Ain 't It Cool News , praised the reliability of Jeffrey Combs as Shran , but thought that there were no major surprises . Herc did say that the biggest shock was the revelation that the Romulans were behind the bombing of the Human Embassy . He gave it a rating of three out of five . Michelle Erica Green reviewed the episode for TrekNation , calling it an "" absolutely gripping episode "" except for the "" ludicrousness of the ending "" . She made the admission about the ending that , "" I suppose the Romulans had to show up at some point , I guess Vulcan is as good a place as any . "" She thought that the torture scenes were "" pointless "" , but was pleased with the characterisation seen in Archer , T 'Pol and Tucker . Jamahl Epsicokhan at his website "" Jammer 's Reviews "" said that the episode was "" not perfect , but good "" with an "" intriguing "" ending . He also praised Jeffrey Combs as Shran , and thought that the torture screens were potent but that the ending was rushed . He gave the episode a rating of three out of four . The first home media release of "" Kir 'Shara "" was in the season four DVD box set of Enterprise , originally released in the United States on November 1 , 2005 . The Blu @-@ ray edition was released on April 1 , 2014 .",260
wt_9474,"In recent years , FAU has undertaken an effort to increase its academic and research standings while also evolving into a more traditional university . The university has raised admissions standards , increased research funding , built new facilities , and established notable partnerships with major research institutions . Changes include an on @-@ campus stadium , additional on @-@ campus housing , and the establishment of a College of Medicine in 2010 .",74
wt_9475,"Oldham , considered as a combination of the 2001 electoral wards of Alexandra , Coldhurst , Hollinwood , St. James , St. Marys , St. Pauls , Waterhead and Werneth , has an average age of 33 @.@ 5 , and compared against the average demography of the United Kingdom , has a high level of people of South Asian heritage , particularly those with roots in Pakistan and Bangladesh . Due to the town 's prevalence as an industrial centre and thus a hub for employment , Oldham attracted migrant workers throughout its history , including those from wider @-@ England , Scotland , Ireland and Poland .",109
wt_9476,"The Catechism devotes a separate section to homosexuality within its explanation of the sixth commandment . Like heterosexual acts outside of marriage , homosexual acts are considered sins . The Church distinguishes between homosexual attractions , which are not considered sinful , and homosexual acts , which are . The Catechism states that they "" violate natural law , cannot bring forth life , and do not proceed from a genuine affective and sexual complementarity . Under no circumstances can they be approved . "" The Church teaches that a homosexual inclination is "" objectively disordered "" and can be a great trial for the person , who the Church teaches must be "" accepted with respect , compassion and sensitivity ... unjust discrimination in their regard should be avoided . """,132
wt_9477,"Like many Palestinian villages , the women of Jifna have their own traditional dress . Costumes in the village , known as rumi abyad ( "" Greek White "" ) and rumi aswad ( "" Greek Black "" ) , were dresses of hand @-@ woven linen embroidered with the Jifna 's own motifs . Preparing burbara , a sweet pudding @-@ like dish made from whole grain wheat , on the Feast of Saint Barbara has been a tradition in Jifna for several centuries .",86
wt_9478,"El Sol made two more roundtrips for the NOTS over the next five months . While returning to the United States from her last NOTS sailing in late March 1919 , El Sol responded to distress calls from Scranton , a Navy troop transport which had a damaged rudder and was disabled . El Sol came to the aid of the stricken ship , which was 900 nautical miles ( 1 @,@ 700 km ) east of New York , to attempt to take her under tow . During the day on 28 March , Scranton attempted to run a towline to El Sol by sending a launch in the rolling seas , but it capsized , killing three men . Ultimately , El Sol stood by Scranton for over 40 hours until minesweeper Penguin arrived and took Scranton under tow .",142
wt_9479,"In contrast to the strong batting line @-@ up , Foot suggested that Somerset "" lacked a seam bowler to compensate for Andrew Caddick 's withdrawal "" . Caddick — who made his first @-@ class debut for Somerset in 1991 — only played five matches in 2009 , and announced his intention to retire at the end of the season . He took ten wickets in 2009 , and finished his career as Somerset 's sixth highest wicket @-@ taker of all @-@ time . This placed the majority of the wicket @-@ taking burden upon Charl Willoughby , the South African fast @-@ medium pace bowler . He responded well , and took 54 wickets in the County Championship , more than any other bowler in the first division . He was aided by seam bowlers David Stiff , who returned to the first @-@ class game for the first time since 2006 , and Alfonso Thomas . Stiff took 31 wickets , more than quadrupling his career first @-@ class wicket total , and Thomas took 35 , his highest return in an English domestic season . Somerset lacked an effective spin bowler in 2009 following the departure of Ian Blackwell the previous season , and the spinners combined only claimed 31 wickets , bowling less balls between them than Willoughby alone .",226
wt_9480,"Truth in Numbers ? Everything , According to Wikipedia , an American documentary film , explores the history and cultural implications of Wikipedia . The film presents Wikipedia as a new form of communication and cultural dialog . The directors attempt to answer the question of whether ordinary individuals should be tasked with collecting knowledge for presentation online , or this should be relegated solely to academic scholars in specific fields . The film gives an overview of the history of the enterprise , as well as biographical information on founder Jimmy Wales . Wales is shown discussing Wikipedia with an Indian reader , who points out an inaccuracy in an article . Wales proceeds to show the reader how to click the "" edit "" tab on the website . Wikipedia founder Larry Sanger is featured in the documentary and speaks critically about the website 's embracing of editors from the general public as opposed to soliciting expert contributors .",161
wt_9481,""" Rosemary 's Baby "" was mainly filmed on September 11 , 2007 , while Fisher 's scenes were filmed the next day on September 12 , 2007 . Star Wars is frequently referenced in 30 Rock , beginning with the pilot episode where Tracy Jordan is seen shouting that he is a Jedi . Liz Lemon admits to being a huge fan of Star Wars , saying that she had watched it many times with Pete Hornberger , and dressed up as the Star Wars character Princess Leia during four recent Halloweens . Star Wars is also referenced when Tracy Jordan takes on the identity of the character Chewbacca . Fey , a fan of Star Wars herself , said that the weekly Star Wars joke or reference "" started happening organically "" when the crew realized that they had a Star Wars reference "" in almost every show "" . Fey said that from then on "" it became a thing where [ they ] tried to keep it going "" , and that even though they could not include one in every episode , they still had a "" pretty high batting average "" . Fey attributed most of the references to Robert Carlock , who she described as "" the resident expert "" . Prior to the airing of the episode , fans were "" raving "" about the much awaited guest appearance of Fisher . Fisher 's last line in the episode , "" Help me , Liz Lemon ! You 're my only hope ! "" , was a spoof of the line "" Help me Obi @-@ Wan Kenobi , you 're my only hope ! "" from her past role in the original Star Wars trilogy , in which she played Princess Leia .",302
wt_9482,"Several experts have questioned the validity of the death toll numbers ; Anthony Penna , professor emeritus in environmental history at Northeastern University , warned that casualty estimates could only be a "" guesstimate "" , and Belgian disaster response expert Claude de Ville de Goyet noted that "" round numbers are a sure sign that nobody knows . "" Edmond Mulet , UN Assistant Secretary @-@ General for Peacekeeping Operations , said , "" I do not think we will ever know what the death toll is from this earthquake "" , while the director of the Haitian Red Cross , Jean @-@ Pierre Guiteau , noted that his organization had not had the time to count bodies , as their focus had been on the treatment of survivors .",131
wt_9483,"In contrast to their British counterparts , the French Navy was in a state of confusion . Although the quality of the fleet 's ships was high , the fleet hierarchy was riven by the same crises that had torn through France since the Revolution five years earlier . Consequently , the high standard of ships and ordnance was not matched by that of the available crews , which were largely untrained and inexperienced . With the Terror resulting in the death or dismissal of many senior French sailors and officers , political appointees and conscripts – many of whom had never been to sea at all , let alone in a fighting vessel – filled the Atlantic fleet .",120
wt_9484,"During the filming in Japan , it was announced that Sean Connery would retire from the role of Bond . But after a hiatus , he returned in 1971 's Diamonds Are Forever and later 1983 's non @-@ Eon Bond film Never Say Never Again . You Only Live Twice is the first Bond film to be directed by Lewis Gilbert , who later directed the 1977 film The Spy Who Loved Me and the 1979 film Moonraker , both starring Roger Moore .",85
wt_9485,"In Bergen the company established Hotel Terminus Bergen along with other investors , but the hotel failed to make money . In the late 1940s the company bought Grand Hotell Bellevue in Ålesund , and later operated Saltfjellet Tourist Hotel for a short period . In 1952 , Oslo Municipality 's Viking Hotel was completed , and Spisevognselskapet was selected as the operator . It remained the hotel 's operator until 1976 when the government sold it to Eiendomsinvest , which outbid Spisevognselskapet by several million krone .",88
