sample_id,text,word_count
wt_4595,"The Chapel of Our Lady of Sorrows ( Spanish : Capilla de Nuestra Señora de los Dolores ) , formerly known as the Chapel of the Lord 's Supper ( Spanish : Capilla de la Santa Cena ) , was built in 1615 . It was originally dedicated to the Last Supper since a painting of this event was once kept here . It was later remodeled in a Neo @-@ classical style , with three altarpieces added by Antonio Gonzalez Velazquez . The main altarpiece contains an image of the Virgin of Sorrows sculpted in wood and painted by Francisco Terrazas , at the request of Emperor Maximilian I of Mexico . On the left @-@ hand wall a ladder leads to a series of crypts which hold most of the remains of past archbishops of Mexico . The largest and grandest of these crypts contains the remains of Juan de Zumarraga , the first archbishop of Mexico .",160
wt_4596,""" If I Never See Your Face Again "" was written by Adam Levine and James Valentine , two of the five band members from Maroon 5 . Production of the song was helmed by Mike Elizondo , Mike Endert , Mike "" Spike "" Stent , Christopher "" Tricky "" Stewart and Maroon 5 . It was recorded by "" Spike "" Stent at Conway Studios , Hollywood , CA ; Glenwood Place Studios , Burbank , CA and Phantom Studios , Westlake Village , CA . The song was originally intended to be a duet with Janet Jackson and appear on her Discipline album , but due to label problems Rihanna later appeared on the song .",119
wt_4597,"The structures of many cadmium complexes with nucleobases , amino acids , and vitamins have been determined .",18
wt_4598,"Wheeler is recognised as one of the most important British archaeologists of the twentieth century , responsible for successfully encouraging British public interest in the discipline and advancing methodologies of excavation and recording . Further , he is widely acclaimed as a major figure in the establishment of South Asian archaeology . However , many of his specific interpretations of archaeological sites have been discredited or reinterpreted , and he was often criticised for bullying colleagues and sexually harassing young women .",82
wt_4599,"By the autumn of 1990 , after the first democratic elections in Croatia , the municipal government finally approved the project . An architectural competition was planned for January 1991 . Political turmoil in the country , followed by the breakup of Yugoslavia and the Croatian War of Independence ( 1991 – 1995 ) , caused the project to be put on hold again . In 1994 President of Croatia Franjo Tuđman said to Jakov Bienenfeld , Council member of the Zagreb Jewish community , that they should build the new synagogue at the site of the former synagogue , which will be funded by the Croatian government . Bienenfeld declined the offer believing to be inappropriate when 1800 Catholic churches are left destroyed at the time , during Croatian War of Independence .",134
wt_4600,"Literary critic Mark Royden Winchell believed that Brooks and Warren 's criticism of Kilmer 's poem was chiefly to demonstrate that "" it is sometimes possible to learn as much about poetry from bad poems as from good ones . """,41
wt_4601,"Saprang also held the opinion that military coups against the government "" should never be ruled out . "" The abrogated 1997 constitution had outlawed coups . A replacement constitution was , at the time of Saprang 's statement , being drafted by a military appointed panel .",48
wt_4602,"The localization of the first game was outsourced to Bowne Global , and was handled by the writer Alexander O. Smith and the editor Steve Anderson . While the Japanese version takes place in Japan , the localized version is set in the United States : because one of the episodes involves time zones , they had to specify where the game takes place , and chose the United States without thinking a lot about it . The Japanese justice system of the original still remained intact in the localization , as changing it would have altered the entire game structure .",102
wt_4603,"The World Wide Fund For Nature divides the Missouri River watershed into three freshwater ecoregions : the Upper Missouri , Lower Missouri and Central Prairie . The Upper Missouri , roughly encompassing the area within Montana , Wyoming , southern Alberta and Saskatchewan , and North Dakota , comprises mainly semiarid shrub @-@ steppe grasslands with sparse biodiversity because of Ice Age glaciations . There are no known endemic species within the region . Except for the headwaters in the Rockies , there is little precipitation in this part of the watershed . The Middle Missouri ecoregion , extending through Colorado , southwestern Minnesota , northern Kansas , Nebraska , and parts of Wyoming and Iowa , has greater rainfall and is characterized by temperate forests and grasslands . Plant life is more diverse in the Middle Missouri , which is also home to about twice as many animal species . Finally , the Central Prairie ecoregion is situated on the lower part of the Missouri , encompassing all or parts of Missouri , Kansas , Oklahoma and Arkansas . Despite large seasonal temperature fluctuations , this region has the greatest diversity of plants and animals of the three . Thirteen species of crayfish are endemic to the lower Missouri .",211
wt_4604,"Throughout the eastern Caribbean , Omar affected numerous islands , most of which only recorded minor impacts . Large swells and heavy rains impacted the ABC islands . Antigua and Barbuda sustained $ 54 million in damages , mainly on Antigua as nine homes were destroyed , several others damaged and many farms were inundated by flood waters . One person died in Puerto Rico after suffering a stress @-@ induced cardiac arrest . The United States Virgin Islands also sustained significant damage , costing roughly $ 6 million . Numerous boats and homes were damaged and over 100 power poles were snapped . Total losses from the storm were estimated at $ 79 million .",116
wt_4605,"During his 1904 campaign to be elected governor , Napoleon Bonaparte Broward promised to drain the Everglades , and his later projects were more effective than Disston 's . Broward 's promises sparked a land boom facilitated by blatant errors in an engineer 's report , pressure from real estate developers , and the burgeoning tourist industry throughout south Florida . The increased population brought hunters who went unchecked and had a devastating impact on the numbers of wading birds ( hunted for their plumes ) , alligators , and other Everglades animals .",94
wt_4606,Not to surrender until all our ammunition is exhausted ;,10
wt_4607,"Eshmun 's cult enjoyed a particular importance at Sidon as he was the chief deity after 500 BC . Aside from the extramural sanctuary at Bustan el @-@ Sheikh , Eshmun also had a temple within the city . The extramural Eshmun Temple was associated with purification and healing ; ritual lustral ablutions were performed in the sanctuary 's sacred basins supplemented by running water from the Asclepius River and the "" Ydll "" spring water which was considered to have a sacred character and therapeutic quality . The healing attributions of Eshmun were combined with his divine consort Astarte 's fertilizing powers ; the latter had an annex chapel with a sacred paved pool within the Eshmun sanctuary . Pilgrims from all over the ancient world flocked to the Eshmun Temple leaving votive traces of their devotion and proof of their cure . There is evidence that from the 3rd century BC onwards there have been attempts to Hellenize the cult of Eshmun and to associate him with his Greek counterpart Asclepius , but the sanctuary retained its curative function .",182
wt_4608,"Detectives from Cumbria Constabulary carried out a full and thorough investigation and the full facts of the case were presented to the CPS . The case was then tried by a jury , where Gordon Park was found guilty of the murder of Carol Park in 1976 .",48
wt_4609,"Daniels estimated the total cost of the writing camp to be approximately $ 200 @,@ 000 , averaging $ 18 @,@ 000 for each of the eleven songs which were included on Loud ; the camp consisted of forty writers and producers . Daniels confirmed that Rock City received $ 15 @,@ 000 and Sham $ 20 @,@ 000 for their part in the production of "" Man Down "" . He said that "" to get that twelve minutes of inspiration from a top songwriting team is expensive — even before you take into account the fee for the songwriters "" . A cost of $ 53 @,@ 000 for "" Man Down "" was already incurred prior to Rihanna entering the studio with a vocal producer . Although Makeba Riddick did not serve as the song 's vocal producer , Daniels cited her as an example of how the process works and how much she would charge . It is the responsibility of the vocal producer to tell a singer how to sing the song correctly to achieve the desired sound . Daniels said that Riddick 's fee varies from $ 10 @,@ 000 to $ 15 @,@ 000 , and that the final part of the process is for the song to be mixed and mastered , which incurs a similar fee . He estimated the final cost of writing , producing , vocal producing , mixing and mastering "" Man Down "" to be $ 78 @,@ 000 . When combined with the marketing and promotional costs , the total expense was $ 1 @,@ 078 @,@ 000 .",273
wt_4610,"Kitsunetsuki ( Japanese : 狐憑き , 狐付き ) , also written kitsune @-@ tsuki , literally means "" the state of being possessed by a fox "" . The victim is usually a young woman , whom the fox enters beneath her fingernails or through her breasts . In some cases , the victims ' facial expressions are said to change in such a way that they resemble those of a fox . Japanese tradition holds that fox possession can cause illiterate victims to temporarily gain the ability to read . Though foxes in folklore can possess a person of their own will , kitsunetsuki is often attributed to the malign intents of hereditary fox employers , or tsukimono @-@ suji .",122
wt_4611,"Shortly after his wife 's death , Rosebery left his grieving children and went alone on a tour of Spain . Following a visit to El Escorial he wrote on the sepulchral wonders of the building , but added "" for the dead alone the Taj is of course supreme . "" On his return home he had designed for his wife a Victorian Gothic version of the Taj Mahal in miniature . For the remainder of his life he wore black and used black edged writing paper . Once , when talking with his daughter Sybil , he asked her what mourning she thought her mother would have worn had the situation been reversed . Sybil replied , "" She would not have worn any , she would have died at once . """,135
wt_4612,"Hurricane Flossy originated from a tropical disturbance in the eastern Pacific Ocean and moved across Central America into the Gulf of Mexico as a tropical depression on September 21 , 1956 , which became a tropical storm on September 22 and a hurricane on September 23 . The hurricane peaked with maximum sustained winds of 90 mph ( 150 km / h ) before it struck the central Gulf coast of the United States as a Category 1 hurricane on September 24 , and evolved into an extratropical cyclone on September 25 . It was the first hurricane to affect oil refining in the Gulf of Mexico . The tropical cyclone led to flooding in New Orleans , and broke a drought across the eastern United States . The death toll was 15 , and total damages reached $ 24 @.@ 8 million ( 1956 USD ) .",148
wt_4613,"Études dans tous les tons mineurs , Op. 39 – played by Ronald Smith ( piano ) . Recorded 1977 . EMI , SLS 5100 [ 3 LPs ] ( 1978 ) , partly reissued EMI Gemini , 585 4842 ( 2003 )",43
wt_4614,"Berio 's composition employs elements of jazz and electronic music , and Sanguineti 's libretto borrows ideas from the works of Dante Alighieri , T. S. Eliot and Ezra Pound as well as using his own original work . Berio named "" memory , death and usury "" as the work 's main concerns , believing these themes to be present in Dante 's work .",66
wt_4615,"According to tradition Mary and Eliza Chulkhurst , or Chalkhurst , were born to relatively wealthy parents in Biddenden , Kent , in the year 1100 . The pair were said to be conjoined at both the shoulder and the hip . They grew up conjoined , and are said to have "" had frequent quarrels , which sometimes terminated in blows "" . At the age of 34 , Mary Chulkhurst died suddenly . Doctors proposed to separate the still @-@ living Eliza from her sister 's body but she refused , saying "" as we came together we will also go together "" , and died six hours afterwards . In their wills , the sisters left five pieces of land in the Biddenden area comprising around 20 acres ( 8 ha ) in total to the local church , with the income from these lands ( claimed to have been 6 guineas per annum at the time of their death ) to provide an annual dole of bread , cheese and beer to the poor every Easter . Henceforward , the lands were to be known as the Bread and Cheese Lands .",196
wt_4616,"On March 27 , 2008 , the three @-@ judge panel issued a majority 2 – 1 opinion upholding Yohn 's 2001 opinion but rejecting the bias and Batson claims , with Judge Ambro dissenting on the Batson issue . On July 22 , 2008 , Abu @-@ Jamal 's formal petition seeking reconsideration of the decision by the full Third Circuit panel of 12 judges was denied . On April 6 , 2009 , the United States Supreme Court also refused to hear Abu @-@ Jamal 's appeal , allowing his conviction to stand . On January 19 , 2010 , the Supreme Court ordered the appeals court to reconsider its decision to rescind the death penalty , with the same three @-@ judge panel convening in Philadelphia on November 9 , 2010 , to hear oral argument . On April 26 , 2011 , the Third Circuit Court of Appeals reaffirmed its prior decision to vacate the death sentence on the grounds that the jury instructions and verdict form were ambiguous and confusing . The Supreme Court declined to hear the case in October .",187
wt_4617,"The O 'Brien ships were also equipped with four twin 21 @-@ inch ( 533 mm ) torpedo tubes , for a total load of eight Mark 8 torpedoes . Although the General Board had called for two anti @-@ aircraft guns for the O 'Brien class , they were not originally outfitted with the weapons ; the later Sampson class was the first American destroyer class so armed . Likewise , there is no record of any of the O 'Brien ships being outfitted with mine @-@ laying apparatus . During World War I , most American destroyers were used in anti @-@ submarine warfare roles , and were equipped with depth charges and delivery systems , such as Y @-@ guns and depth charge racks . O 'Brien @-@ class ships were equipped with depth charges during the war , but no specific mentions of the types of depth charges used or delivery system are recorded in secondary sources .",162
wt_4618,"By midday , the advance had been completely held up by determined counterattacks supported by fresh German or Ottoman troops from El Arish . Even more than at Katia on 5 August , these soldiers were more numerous , ready , full of fight and more strongly supported by well @-@ placed Austrian and Ottoman guns delivering both heavy and accurate fire . At this time , the rearguard launched another heavy counterattack with two columns of 5 @,@ 000 and 6 @,@ 000 German and Ottoman soldiers against the Canterbury and Auckland Regiments and the squadron of the Warwickshire Yeomanry . By 14 : 00 , the attack had extended to the mounted force 's left flank where the Ayrshire Battery with Royston 's Column was badly cut up by this fire , losing 39 horses killed and making it extremely difficulty to move the guns . They were forced to retire nearly 1 mile ( 1 @.@ 6 km ) and the 3rd Light Horse Brigade , after advancing well up on the right flank , was also forced to give ground by the accuracy of enemy shellfire .",191
wt_4619,Not to surrender at all if we can help it .,11
wt_4620,"Antimony has two stable isotopes : 121Sb with a natural abundance of 57 @.@ 36 % and 123Sb with a natural abundance of 42 @.@ 64 % . It also has 35 radioisotopes , of which the longest @-@ lived is 125Sb with a half @-@ life of 2 @.@ 75 years . In addition , 29 metastable states have been characterized . The most stable of these is 120m1Sb with a half @-@ life of 5 @.@ 76 days . Isotopes that are lighter than the stable 123Sb tend to decay by β + decay , and those that are heavier tend to decay by β − decay , with some exceptions .",114
wt_4621,"Oral transmission is an unusual route of infection , but has been described . In 1991 , farm workers in the state of Paraíba , Brazil , were infected by eating contaminated food ; transmission has also occurred via contaminated açaí palm fruit juice and garapa . A 2007 outbreak in 103 Venezuelan school children was attributed to contaminated guava juice .",62
wt_4622,"The earliest named settlement within the domain of modern @-@ day Haifa was a city known as Sycaminum . Tel Shikmona Hebrew meaning "" mound of the Ficus sycomorus "" ( Arabic Tell el @-@ Semak or Tell es @-@ Samak , meaning "" mound of the fish "" ) preserved and transformed this ancient name and is mentioned once in the Mishnah ( composed c . 200 CE ) for the wild fruits that grow around it . , with locals using it to refer to a coastal tell at the foot of the Carmel Mountains that contains its remains .",102
wt_4623,"After Kingdom Hearts II : Final Mix was released , Nomura wanted to expand Roxas ' role in the series to explain the events between his birth and his disappearance from Organization XIII . For Kingdom Hearts 358 / 2 Days , the staff thought that Roxas ' role as a member of the group would be a suitable theme for the plot . Roxas was chosen as the game 's protagonist as the staff thought that having a main character besides Sora would help to introduce gamers to the series ' first Nintendo DS title . Co @-@ director Tomohiro Hasegawa explained that Roxas ' height was originally lower and as the game continued development , the staff decided to increase it . Nomura desired to portray Roxas ' activities different from Sora 's . In Sora 's games , he is on a journey around the worlds , while Roxas always returns to Organization XIII after each mission . The staff constructed Roxas ' interactions with the Disney characters to be different from Sora 's as the Organization was meant to be secret in the game 's story . Nomura told the writers that he wanted Roxas to learn something from each of his missions or just to have something to think about . Nomura later clarified that Roxas ' personality was different from the one portrayed in Kingdom Hearts II as he does not actively attempt to come into contact with other characters . With Kingdom Hearts 358 / 2 Days , Nomura wanted to reveal why Roxas left Organization XIII . Although Nomura found it to be a sad story it , he considered Zack Fair 's ending in Crisis Core : Final Fantasy VII more tragic . His last words in the game were also Nomura 's most significant ones from the title as he wanted it to connect to Kingdom Hearts II 's first scene , which is actually the same scene . Uchiyama expressed sadness when the game ended development as he would not play the character for a long time .",349
wt_4624,"Manuscript illumination continued into the late Middle Ages , moving from elaborate gospels to charters , like that confirming the rights of Kelso Abbey from 1159 . Very little painting from Scottish churches survives . There is only one surviving Doom painting in Scotland , at Guthrie near Arbroath , which may have been painted by the same artist as the elaborate crucifixion and other paintings at Foulis Easter , eighteen miles away . As in England , the monarchy may have had model portraits of royalty used for copies and reproductions , but the versions of native royal portraits that survive are generally crude by continental standards . Much more impressive are the works or artists imported from the continent , particularly the Netherlands , generally considered the centre of painting in the Northern Renaissance . The products of these connections included a fine portrait of William Elphinstone , Bishop of Aberdeen ( 1488 – 1514 ) ; the images of St Catherine and St John brought to Dunkeld ; Hugo van Der Goes 's altarpiece for the Trinity College Church in Edinburgh , commissioned by James III , and the work after which the Flemish Master of James IV of Scotland is named . There are also a relatively large number of elaborate devotional books from the late fifteenth and early sixteenth centuries , usually produced in the Low Countries and France for Scottish patrons , including the prayer book commissioned by Robert Blackadder , Bishop of Glasgow , between 1484 and 1492 and the Flemish illustrated book of hours , known as the Hours of James IV of Scotland , given by James IV to Margaret Tudor and described as "" perhaps the finest medieval manuscript to have been commissioned for Scottish use "" .",298
wt_4625,"In 1876 , the curriculum was widened so that it comprised reading , writing , arithmetic , English , mathematics , history , geography , Latin , a foreign language , music , natural science and drawing , with Greek as an optional extra . The County Council supported technical and commercial subjects in the late 19th century , but after 1904 it was empowered to support secondary education in general , allowing Latin and other classical components of the curriculum to remain intact . After World War I , sixth form courses were developed allowing students to commence advanced studies in the arts and sciences . By the 1950s , a wide range were available : English language and literature , mathematics , French , German , Latin , Greek , art , history , geography , physics , chemistry and woodwork ; biology was taught at Kesteven and Sleaford High School .",154
wt_4626,"Haifa was located near the town of Shikmona , a center for making the traditional Tekhelet dye used in the garments of the high priests in the Temple . The archaeological site of Shikmona is southwest of Bat Galim . Mount Carmel and the Kishon River are also mentioned in the Bible . A grotto on the top of Mount Carmel is known as the "" Cave of Elijah "" , traditionally linked to the Prophet Elijah and his apprentice , Elisha . In Arabic , the highest peak of the Carmel range is called the Muhraka , or "" place of burning , "" harking back to the burnt offerings and sacrifices there in Canaanite and early Israelite times",120
wt_4627,"After resigning the Royal secretariat of state in 1625 , the new Baron Baltimore made clear his intention to visit the colony : "" I intend shortly , "" he wrote in March , "" God willing , a journey for Newfoundland to visit a plantation which I began there some few years since . "" His plans were disrupted by the death of King James I , and by the crackdown on Catholics with which King Charles I began his reign in order to appease his opponents . The new King required all privy councillors to take the oaths of supremacy and allegiance ; and since Baltimore , as a Catholic , had to refuse , he was obliged to step down from that cherished office . Given the new religious and political climate , and perhaps also to escape a serious outbreak of plague in England , Baltimore moved to his estates in Ireland . His expedition to Newfoundland had set sail without him in late May 1625 under Sir Arthur Aston , who became the new provincial Governor of Avalon .",184
wt_4628,"Anderson Zinc , David 's father ( Chief Justice of the Supreme Court of Minnesota ) ( per Ch . 15 )",22
wt_4629,"The original Spanish version of The General in His Labyrinth was published simultaneously in Argentina , Colombia , Mexico , and Spain in 1989 . The first American edition was listed as a best seller in The New York Times the following year .",44
wt_4630,"Charles Eaton , OBE , AFC ( 21 December 1895 – 12 November 1979 ) was a senior officer and aviator in the Royal Australian Air Force ( RAAF ) , who later served as a diplomat . Born in London , he joined the British Army upon the outbreak of World War I and saw action on the Western Front before transferring to the Royal Flying Corps in 1917 . Posted as a bomber pilot to No. 206 Squadron , he was twice captured by German forces , and twice escaped . Eaton left the military in 1920 and worked in India until moving to Australia in 1923 . Two years later he joined the RAAF , serving initially as an instructor at No. 1 Flying Training School . Between 1929 and 1931 , he was chosen to lead three expeditions to search for lost aircraft in Central Australia , gaining national attention and earning the Air Force Cross for his "" zeal and devotion to duty "" .",170
wt_4631,"In 2008 , Mosley won a court case ( Mosley v News Group Newspapers ) against the News of the World newspaper which had reported his involvement in a sex act involving five consenting women on the grounds that it had breached his privacy . Justice Eady ruled that despite some of the attendees wearing German World War 2 uniforms there were no Nazi connotations to the orgy , a false statement that had been printed by the newspaper . As a result , in 2009 Mosley brought a case ( Mosley v United Kingdom ) against the UK 's privacy laws in the European Court of Human Rights , in a bid to force newspapers to warn people before exposing their private lives so they could have the opportunity to seek a court injunction . The case was rejected by the court on 10 May 2011 as they argued that a "" pre @-@ notification requirement would inevitably affect political reporting and serious journalism . """,167
wt_4632,"The South Beltline Freeway near Grand Rapids was a project that took about 32 years to complete . The idea dates back to the 1940s , but serious proposals were not made until the 1960s . The 1955 planning map for the Grand Rapids area Interstate Highways included a freeway roughly along the M @-@ 6 corridor before I @-@ 96 and I @-@ 196 were shifted north and east to their current locations . An increase in the state gas tax was approved in 1972 with the goal to finance local road projects in the state , including the South Beltline . The project was anticipated to cost $ 30 – 100 million ( equivalent to $ 214 – 713 million in 2015 ) in June 1975 with an expected groundbreaking in 1982 – 85 . The highway was studied in January 1981 for $ 144 @,@ 000 ( equivalent to $ 575 @,@ 000 in 2015 ) . The choice of consultants on the project was controversial ; local planners felt that MDOT picked BKI Inc. only because they used a minority @-@ owned subcontractor and not because they would be qualified for the assignment .",198
wt_4633,"Like the components of other intermediate filaments , the lamin monomer contains an alpha @-@ helical domain used by two monomers to coil around each other , forming a dimer structure called a coiled coil . Two of these dimer structures then join side by side , in an antiparallel arrangement , to form a tetramer called a protofilament . Eight of these protofilaments form a lateral arrangement that is twisted to form a ropelike filament . These filaments can be assembled or disassembled in a dynamic manner , meaning that changes in the length of the filament depend on the competing rates of filament addition and removal .",109
wt_4634,"The "" Intelligence Management System "" featured in Voyage is a score assigned to the player by the Selenites , the natives of the moon . For each puzzle the player solves , and for certain actions , this score is increased , and the Selenites treat the player with more respect . During an interview with GamersInfo , Benoît Hozjan , Managing Director and co @-@ founder of Kheops Studio , described the system , saying :",78
wt_4635,"Vikramāditya : What is ' truth ' ? That which is said repeatedly , that which is said loudly , that which is said with authority or that which is agreed by the majority ?",35
wt_4636,"The Dangerously In Love Tour was the debut solo concert tour by American recording artist Beyoncé . The tour was intended to showcase songs from Beyoncé ' debut solo album , Dangerously in Love released in 2003 . However , the set list also contained a special segment of her show dedicated to her girl group Destiny 's Child and songs from Beyoncé ' 2003 film The Fighting Temptations ( "" Fever "" and "" Summertime "" ) . The stage was simple and featured a large LED screen in the back that moved up and down throughout the entire show and displayed video images of Beyoncé and her dancers , as well as some images from her music videos and some prerecorded images with special effects . The show also featured a small staircase and platforms on both side of the stairs for her band . Beyoncé later toured alongside Missy Elliott and Alicia Keys as ensemble for the Verizon Ladies First Tour ( 2004 ) in North America .",171
wt_4637,"Like other biological macromolecules such as polysaccharides and nucleic acids , proteins are essential parts of organisms and participate in virtually every process within cells . Many proteins are enzymes that catalyse biochemical reactions and are vital to metabolism . Proteins also have structural or mechanical functions , such as actin and myosin in muscle and the proteins in the cytoskeleton , which form a system of scaffolding that maintains cell shape . Other proteins are important in cell signaling , immune responses , cell adhesion , and the cell cycle . In animals , proteins are needed in the diet to provide the essential amino acids that cannot be synthesized . Digestion breaks the proteins down for use in the metabolism .",123
wt_4638,"The earthquake also destroyed a nursing school in the capital and severely damaged the country 's primary midwifery school . The Haitian art world suffered great losses ; artworks were destroyed , and museums and art galleries were extensively damaged , among them Port @-@ au @-@ Prince 's main art museum , Centre d 'Art , College Saint Pierre and Holy Trinity Cathedral .",65
wt_4639,"In the 1980s , the stations on the Sognsvann Line were rebuilt . The platforms were lengthened from fitting two @-@ car to fitting four @-@ car trains and the platform height was increased . The third rail made it impossible to cross the line at @-@ grade ; an underpass was therefore constructed at Berg station . The station was also redesigned in concrete with steel columns and wooden sheds designed by architect Arne Henriksen .",77
wt_4640,"With ESPN 's College GameDay in town , Alabama defeated the Penn State Nittany Lions 24 – 3 in a renewal of their historic rivalry . Alabama scored first on a 36 @-@ yard touchdown pass from Greg McElroy to Kevin Norwood in the first quarter . The Crimson Tide added to their lead in the second quarter with a 14 @-@ yard McElroy touchdown pass to Preston Dial and a 31 @-@ yard Jeremy Shelley field goal to take a 17 – 0 lead at the half . After a scoreless third , Trent Richardson scored on a one @-@ yard run and Penn State 's Collin Wagner hit a 36 @-@ yard field goal to make the final score to 24 – 3 .",126
wt_4641,"Neil Midgley , writing for The Daily Telegraph , hailed Rachel as "" one of six latte @-@ swilling young New Yorkers who helped Friends redefine the kind of relationships that could form the heart of a US sitcom "" . According to Jennifer Aniston : From Friends to Films author Kim Etingoff , audiences wanted to see Rachel "" figure out life , "" allowing the character to become "" a favorite of many Friends fans throughout all ten seasons "" . Writing for TalkTalk , Dominic Wills echoed that Rachel "" became the general favourite "" , while "" No one had a bad word to say about Jennifer Aniston "" . Rachel would go on to become the show 's breakout character , and is often revered as one of the greatest characters in television history . Us Weekly magazine ranked Rachel the most beloved television character of the past 20 years , citing her as "" one of TV 's most endearing personalities "" , while Entertainment Weekly ranked the character sixth on a similar list . AOL TV ranked Rachel among television 's hundred "" Greatest Women "" at number 23 , with author Kim Potts penning , "" Rachel became one of viewers ' favorite Friends because she grew from what could have been a one @-@ note character ... into a more independent , caring pal "" . CBS News placed Rachel and the cast of Friends at number 31 on its list of the "" 50 greatest TV characters "" . BuddyTV ranked Rachel the 15th funniest female character in sitcom history . ChaCha collectively ranked Rachel , Monica and Phoebe 11th , 12th and 13th on the website 's list of the "" Top 16 Female TV Characters of All Time "" . Writing for Entertainmentwise , Georgina Littlejohn believes that Rachel 's influence is evident in the character Penny in the sitcom The Big Bang Theory , noting that both characters are "" blonde , cute , funny , likeable girls @-@ next @-@ door "" . Several baby name books and websites now commonly associate the name "" Rachel "" with the character . According to BabyCenter , the name peaked in popularity in 1996 , during the second season of Friends , becoming the ninth most popular female name in the United States that year .",398
wt_4642,"According to legend , Varanasi was founded by the god Shiva . The Pandavas , the heroes of the Hindu epic Mahabharata , are also said to have visited the city in search of Shiva to atone for their sin of fratricide and Brāhmanahatya that they had committed during the climactic Kurukshetra War . It is regarded as one of seven holy cities which can provide Moksha ; Ayodhyā , Mathurā , Gayā , Kaśī , Kañchi , Avantikā , and Dwārāvatī are the seven cities known as the givers of liberation .",93
wt_4643,"Amylostereaceae usually infest only dead or cut down conifer wood . Three species – A. areolatum , A. laevigatum and A. chailletii – may also establish a symbiosis with wood wasps ( Siricidae ) , which beside freshly logged trees also infest living trees and infect them with fungi . Symbioses have been recorded with several species : Sirex noctilio , S. juvencus , S. nitobei , S. cyaneus , S. edwarsii , S. nitidus , and , in Japan , Urocerus antennatus and Xoanon matsumurae . Wasps of the genera Sirex and Urocerus store oidia ( the hypha of fungi split up to spores ) in special abdominal organs . The wood wasps infect trees by splashing a phytotoxic secretion below the bark and at the same time injecting fungal spores into the hole . The secretion weakens the tree and temporarily diminishes its immune system , whereby the fungus can spread along the xylem . The infection with Amylostereaceae fulfill two functions for the wasps : it provides the larvae food , because the white rot softens the wood ; at the same time , the mycelia of the fungi serves as food for the larvae . After the larvae pupate , it absorbs the mycelia of the Amylostereaceae into its body to oviposit together with its eggs . The fungus benefits from the symbiosis as it spreads faster and more effectively than through airborne spores and furthermore does not need to develop fruit bodies . A. ferreum is the only Amylosterum species that has not been associated with any woodwasps .",264
wt_4644,"Taking the bait , the following day Howe attacked again , but his attempt to split the French fleet in half was unsuccessful when his lead ship , HMS Caesar , failed to follow orders . Much damage was done to both fleets but the action was inconclusive , and the two forces again separated without having settled the issue . Howe had however gained an important advantage during the engagement by seizing the weather gage , enabling him to further attack Villaret at a time of his choosing . Three French ships were sent back to port with damage , but these losses were offset by reinforcements gained the following day with the arrival of Nielly 's detached squadron . Battle was postponed during the next two days because of thick fog , but when the haze lifted on 1 June 1794 , the battle lines were only 6 miles ( 10 km ) apart and Howe was prepared to force a decisive action .",166
wt_4645,"Of all the draft @-@ eligible juniors , Mark Ingram , Julio Jones and Marcell Dareus declared their eligibility for the 2011 NFL Draft on January 7 . At the time of their announcement , each was projected as a first round pick . Five Alabama players , two seniors and three juniors , were invited to the NFL Scouting Combine . The invited players were offensive lineman James Carpenter , quarterback Greg McElroy , defensive end Marcell Dareus , running back Mark Ingram , and wide receiver Julio Jones . In the draft , Alabama set a school record with four players selected in the first round . The first round selections were Dareus ( 3rd Buffalo Bills ) , Jones ( 6th Atlanta Falcons ) , Carpenter ( 25th Seattle Seahawks ) and Ingram ( 28th New Orleans Saints ) . McElroy was selected in the seventh round ( 208th New York Jets ) . Preston Dial signed as an undrafted free agent with the Detroit Lions in July 2011 after the NFL labor dispute was resolved .",180
wt_4646,"George Calvert went up to Trinity College , at Oxford University matriculating in 1593 / 94 , where he studied foreign languages and received a bachelor 's degree in 1597 . As the oath of allegiance was compulsory after the age of sixteen , he would almost certainly have pledged conformity while at Oxford . The same pattern of conformity , whether pretended or sincere , continued through Calvert 's early life . After Oxford , he moved to London in 1598 , where he studied municipal law at Lincoln 's Inn for three years .",96
wt_4647,"Knapp stated that while Lessing exposes self @-@ styled insurrectionists as "" spoiled and immature products of the middle class "" , she also derides their ineptness at affecting any meaningful change . Lessing is critical of the state which "" feeds the very hand that terrorizes it "" , yet she also condemns those institutions that exploits the working class and ignores the homeless . Knapp remarks that Lessing does not resolve these ambiguities , but instead highlights the failings of the state and those seeking to overthrow it . Scanlan compared Lessing 's comrades to Richard E. Rubenstein 's terrorists in his book Alchemists of Revolution : Terrorism in the Modern World . Rubenstein wrote that when "" ambitious idealists "" have no "" creative ruling class to follow or a rebellious lower class to lead [ they ] have often taken upon themselves the burden of representative action "" , which he said "" is a formula for disaster "" .",164
wt_4648,"The unemployment rate in the area tends to be higher than in the Highlands as a whole , and is seasonal in nature , in part due to the impact of tourism . The population is growing and in common with many other scenic rural areas in Scotland , significant increases are expected in the percentage of the population aged 45 to 64 years .",65
wt_4649,"Johnston 's family home is in Stanwix , Carlisle . His mother , Morag Brannock , worked for the Office for National Statistics before giving up her job to support her son 's career . Prior to his Britain 's Got Talent appearances , he attended Trinity School , and later received tuition from a personal tutor . Johnston said that he "" had a lot of support from local people when ... taking part in Britain 's Got Talent "" , and was given a civic award for outstanding achievement by Carlisle City Council in March 2009 .",99
